Relative_Compactness,Surface_Area,Wall_Area,Roof_Area,Overall_Height,Orientation,Glazing_Area,Glazing_Area_Distribution,Heating_Load,Cooling_Load
0.82,612.5,318.5,147.0,7.0,3,0.1,2,28.181,28.46
0.74,686.0,245.0,220.5,3.5,5,0.1,2,12.47,15.54
0.86,588.0,294.0,147.0,7.0,4,0.25,4,28.262,34.0
0.82,612.5,318.5,147.0,7.0,5,0.4,2,29.24,25.2
0.82,661.5,416.5,122.5,7.0,2,0.1,5,33.113,37.41
0.69,735.0,294.0,220.5,3.5,3,0.1,2,11.083,11.8
0.76,661.5,416.5,122.5,7.0,2,0.1,3,37.147,33.87
0.82,612.5,318.5,147.0,7.0,4,0.1,5,34.722,31.5
0.82,612.5,318.5,147.0,7.0,2,0.1,2,23.6,24.87
0.69,735.0,294.0,220.5,3.5,3,0.1,2,11.805,14.31
0.62,808.5,367.5,220.5,3.5,5,0.4,2,13.009,14.34
0.86,588.0,294.0,147.0,7.0,4,0.25,4,28.619,36.07
0.98,514.5,294.0,110.25,7.0,3,0.25,3,28.641,30.03
0.79,637.0,343.0,147.0,7.0,3,0.4,4,40.307,32.65
0.76,661.5,416.5,122.5,7.0,2,0.1,2,36.192,36.9
0.98,735.0,294.0,110.25,3.5,5,0.1,3,10.961,15.17
0.82,612.5,318.5,147.0,7.0,4,0.1,3,28.848,29.71
0.79,637.0,343.0,147.0,7.0,4,0.4,1,41.846,43.5
0.86,588.0,294.0,147.0,7.0,3,0.4,5,26.25,29.89
0.66,759.5,318.5,220.5,3.5,5,0.1,3,15.066,14.36
0.66,759.5,318.5,220.5,3.5,2,0.1,5,15.352,17.93
0.74,686.0,245.0,220.5,3.5,4,0.1,3,10.428,13.65
0.9,563.5,318.5,122.5,7.0,3,0.25,5,37.364,27.93
0.69,735.0,294.0,220.5,3.5,2,0.1,5,11.021,16.75
0.86,588.0,294.0,147.0,7.0,4,0.25,4,26.312,36.28
0.76,661.5,416.5,122.5,7.0,3,0.1,2,35.626,34.16
0.71,710.5,269.5,220.5,3.5,5,0.4,2,14.326,17.16
0.86,588.0,294.0,147.0,7.0,5,0.4,5,29.605,27.08
0.79,637.0,343.0,147.0,7.0,4,0.1,4,41.138,33.87
0.76,661.5,416.5,122.5,7.0,3,0.25,2,36.741,40.15
0.66,759.5,318.5,220.5,3.5,2,0.25,1,12.964,14.85
0.86,710.5,269.5,220.5,3.5,4,0.1,4,15.187,15.8
0.82,612.5,318.5,147.0,7.0,2,0.25,4,30.789,31.86
0.98,563.5,294.0,110.25,7.0,2,0.25,2,28.702,30.17
0.82,612.5,318.5,147.0,7.0,4,0.4,5,29.257,32.84
0.71,710.5,269.5,220.5,3.5,5,0.1,3,13.41,13.74
0.98,514.5,294.0,110.25,7.0,5,0.1,2,28.371,26.11
0.62,735.0,294.0,220.5,3.5,2,0.1,5,11.082,16.99
0.74,686.0,245.0,220.5,3.5,4,0.1,4,14.459,16.98
0.98,514.5,294.0,110.25,7.0,2,0.25,1,28.632,29.85
0.9,563.5,318.5,122.5,7.0,2,0.1,5,32.848,25.08
0.71,710.5,367.5,220.5,3.5,2,0.1,1,10.711,14.26
0.62,808.5,367.5,220.5,3.5,5,0.4,4,10.999,16.96
0.62,808.5,367.5,220.5,3.5,4,0.1,2,13.024,14.45
0.64,784.0,343.0,220.5,3.5,5,0.1,2,15.216,20.41
0.62,808.5,367.5,220.5,3.5,3,0.4,2,13.055,14.25
0.76,661.5,416.5,122.5,7.0,3,0.1,2,33.204,34.12
0.76,661.5,416.5,122.5,7.0,3,0.1,3,33.15,36.56
0.74,686.0,245.0,220.5,3.5,5,0.1,5,10.396,13.47
0.9,563.5,318.5,122.5,7.0,4,0.4,5,28.57,36.27
0.74,686.0,245.0,220.5,3.5,2,0.4,3,10.396,13.51
0.74,686.0,245.0,220.5,3.5,5,0.25,5,14.463,17.14
0.79,637.0,343.0,147.0,7.0,5,0.1,4,41.968,36.17
0.98,514.5,294.0,110.25,7.0,3,0.4,5,32.725,25.6
0.9,563.5,318.5,122.5,7.0,4,0.1,1,29.673,28.86
0.76,661.5,416.5,122.5,7.0,5,0.0,0,11.308,25.51
0.66,759.5,318.5,220.5,3.5,2,0.1,5,12.809,18.17
0.66,759.5,318.5,220.5,3.5,3,0.1,4,8.716,12.89
0.76,661.5,416.5,122.5,7.0,4,0.4,2,40.239,37.31
0.69,735.0,294.0,220.5,3.5,2,0.25,1,14.098,15.19
0.82,612.5,318.5,147.0,7.0,4,0.4,1,29.195,28.37
0.98,563.5,294.0,110.25,7.0,2,0.1,4,24.342,32.9
0.71,710.5,269.5,220.5,3.5,2,0.4,4,10.838,16.84
0.86,588.0,294.0,147.0,7.0,2,0.25,1,25.515,38.44
0.66,759.5,318.5,220.5,3.5,2,0.25,4,11.314,13.39
0.71,735.0,294.0,220.5,3.5,2,0.25,2,12.275,14.34
0.62,808.5,367.5,220.5,3.5,2,0.1,2,11.02,14.51
0.71,710.5,269.5,220.5,3.5,3,0.4,5,14.686,15.42
0.76,661.5,416.5,122.5,7.0,5,0.1,5,33.208,33.88
0.62,808.5,367.5,220.5,3.5,3,0.25,4,14.681,13.98
0.66,759.5,318.5,220.5,3.5,5,0.4,2,15.171,16.08
0.74,686.0,245.0,220.5,3.5,5,0.4,2,14.472,16.68
